"ln_base_price","act_type","bidders","execution_dummy","contract_year","CPV_agrupado","loc","covid_pandemic","environmental","custo_aumentou"
11.132106675698,"Standard Procedure Notice",24,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.8937270467317,"Standard Procedure Notice",1,1,2020,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
11.5901096293607,"Standard Procedure Notice",1,1,2019,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
10.598452829357,"Urgent Tender Notice",25,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.5979089209738,"Standard Procedure Notice",19,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.2591632862481,"Urgent Tender Notice",45,1,2021,"Group 02: Medical Equipment","PT18",1,0,"no_increase"
10.9786252906417,"Standard Procedure Notice",14,1,2022,"Group 03: Equipment and Materials","PT16",1,0,"no_increase"
11.8495948250185,"Standard Procedure Notice",69,0,2021,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
10.2241570089396,"Standard Procedure Notice",12,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
10.8595646068073,"Standard Procedure Notice",46,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.8330813103065,"Standard Procedure Notice",32,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
9.46070212438328,"Standard Procedure Notice",1,1,2020,"Group 02: Medical Equipment","PT15",1,0,"no_increase"
12.3869399787868,"Standard Procedure Notice",47,1,2021,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
12.6337567402313,"Standard Procedure Notice",14,1,2020,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
10.680998859207,"Standard Procedure Notice",13,0,2021,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.46070212438328,"Standard Procedure Notice",1,1,2020,"Group 02: Medical Equipment","PT15",1,0,"no_increase"
12.398669810302,"Standard Procedure Notice",56,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.474087438583,"Standard Procedure Notice",44,1,2023,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.952870730712,"Standard Procedure Notice",22,1,2023,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.4761873700195,"Urgent Tender Notice",34,0,2019,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
9.61119486752666,"Standard Procedure Notice",10,0,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.20422672164254,"Standard Procedure Notice",46,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.8937270467317,"Standard Procedure Notice",1,1,2020,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
9.78765742122011,"Standard Procedure Notice",32,1,2019,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
10.3456863092559,"Standard Procedure Notice",61,0,2021,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
11.4739050757508,"Standard Procedure Notice",1,1,2022,"Group 02: Medical Equipment","PT30",1,0,"no_increase"
12.0270137404948,"Standard Procedure Notice",26,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.93591698784669,"Urgent Tender Notice",52,0,2018,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
11.141774243516,"Standard Procedure Notice",1,1,2018,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.4993428373069,"Standard Procedure Notice",48,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
10.952870730712,"Standard Procedure Notice",22,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.1930699432389,"Standard Procedure Notice",29,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.2154109162359,"Standard Procedure Notice",1,0,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.7677699976345,"Standard Procedure Notice",61,1,2023,"Group Not Specified","PT17",1,0,"no_increase"
13.0520046449824,"Notice Correction Statement",16,1,2019,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
9.88994628196946,"Standard Procedure Notice",13,1,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.78765742122011,"Standard Procedure Notice",32,1,2019,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.9977992336327,"Standard Procedure Notice",26,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
9.96815762752011,"Standard Procedure Notice",14,0,2021,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.8947512872113,"Standard Procedure Notice",17,1,2019,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
9.78765742122011,"Standard Procedure Notice",32,1,2019,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
9.93591698784669,"Urgent Tender Notice",52,0,2018,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
10.7677699976345,"Standard Procedure Notice",61,1,2023,"Group Not Specified","PT17",1,0,"no_increase"
12.0324800998245,"Standard Procedure Notice",49,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
10.1930699432389,"Standard Procedure Notice",29,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.132106675698,"Standard Procedure Notice",24,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.1089762073799,"Standard Procedure Notice",23,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.6103450547678,"Standard Procedure Notice",58,1,2018,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
10.1601923709691,"Standard Procedure Notice",58,1,2023,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.9219918536222,"Standard Procedure Notice",16,0,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
10.7677699976345,"Standard Procedure Notice",61,1,2023,"Group Not Specified","PT17",1,0,"no_increase"
11.551524927495,"Standard Procedure Notice",61,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
12.2736892370448,"Standard Procedure Notice",58,0,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
9.67441709677263,"Standard Procedure Notice",22,0,2021,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.2944283522219,"Standard Procedure Notice",16,1,2023,"Group Not Specified","PT17",1,0,"no_increase"
14.7860784111834,"Standard Procedure Notice",27,1,2017,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
11.7389750297342,"Standard Procedure Notice",52,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.049391422742,"Standard Procedure Notice",21,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
11.7594714310738,"Standard Procedure Notice",15,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.93591698784669,"Urgent Tender Notice",52,0,2018,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
11.7061968529504,"Standard Procedure Notice",1,1,2018,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
11.8619683587653,"Deadline Extension Notice",18,0,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
12.101367748241,"Urgent Tender Notice",42,1,2021,"Group 02: Medical Equipment","PT18",1,0,"no_increase"
10.7677699976345,"Standard Procedure Notice",61,1,2023,"Group Not Specified","PT17",1,0,"no_increase"
11.4993428373069,"Standard Procedure Notice",48,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
11.1482029402293,"Standard Procedure Notice",44,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
8.77630910878922,"Standard Procedure Notice",23,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.9740781650492,"Standard Procedure Notice",46,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
11.8330813103065,"Standard Procedure Notice",32,0,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.0474964760832,"Standard Procedure Notice",21,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.8788329215042,"Standard Procedure Notice",19,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.9266959874415,"Standard Procedure Notice",25,0,2021,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.8160189196518,"Standard Procedure Notice",1,0,2018,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
10.8677910035905,"Standard Procedure Notice",23,0,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.1482029402293,"Standard Procedure Notice",44,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.5901096293607,"Standard Procedure Notice",1,1,2019,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
12.0270137404948,"Standard Procedure Notice",26,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.8619683587653,"Deadline Extension Notice",18,0,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.4528325142916,"Urgent Tender Notice",27,1,2022,"Group 03: Equipment and Materials","PT16",1,0,"no_increase"
11.1454121402644,"Standard Procedure Notice",34,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
12.0457231258662,"Standard Procedure Notice",35,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.2390325737116,"Standard Procedure Notice",12,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.20422672164254,"Standard Procedure Notice",46,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
9.25572569864042,"Standard Procedure Notice",23,1,2019,"Group 02: Medical Equipment","PT18",0,0,"no_increase"
12.101367748241,"Urgent Tender Notice",42,1,2021,"Group 02: Medical Equipment","PT18",1,0,"no_increase"
10.3551801789606,"Standard Procedure Notice",45,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
10.598452829357,"Urgent Tender Notice",25,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.1542248698761,"Standard Procedure Notice",35,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
12.059286828399,"Standard Procedure Notice",1,1,2022,"Group 02: Medical Equipment","PT30",1,0,"no_increase"
11.9998200111045,"Standard Procedure Notice",20,0,2020,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
12.101367748241,"Urgent Tender Notice",42,1,2021,"Group 02: Medical Equipment","PT18",1,0,"no_increase"
11.0540754027946,"Deadline Extension Notice",35,1,2020,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.2005574532391,"Standard Procedure Notice",51,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
9.890174323474,"Standard Procedure Notice",43,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
8.866581653304,"Deadline Extension Notice",11,0,2020,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.8595646068073,"Standard Procedure Notice",46,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.4364953232358,"Standard Procedure Notice",7,1,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.20422672164254,"Standard Procedure Notice",46,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
12.0324800998245,"Standard Procedure Notice",49,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
9.98049488889691,"Standard Procedure Notice",13,1,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.8181439496124,"Standard Procedure Notice",31,1,2018,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
11.6343471172693,"Standard Procedure Notice",29,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.2336351496904,"Standard Procedure Notice",28,0,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.9219918536222,"Standard Procedure Notice",16,0,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.4739050757508,"Standard Procedure Notice",1,1,2022,"Group 02: Medical Equipment","PT30",1,0,"no_increase"
10.0901517497364,"Standard Procedure Notice",40,0,2022,"Group Not Specified","PT17",1,0,"no_increase"
12.0270137404948,"Standard Procedure Notice",26,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.17688699571696,"Standard Procedure Notice",15,0,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.1482029402293,"Standard Procedure Notice",44,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
9.84942199793113,"Standard Procedure Notice",1,0,2021,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.1930699432389,"Standard Procedure Notice",29,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
12.0270137404948,"Standard Procedure Notice",26,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.271736953258,"Standard Procedure Notice",23,0,2015,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.2066487792794,"Standard Procedure Notice",11,1,2023,"Group 03: Equipment and Materials","PT11",1,0,"no_increase"
12.0082373709048,"Standard Procedure Notice",42,0,2020,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.7423147753921,"Standard Procedure Notice",16,0,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.1482029402293,"Standard Procedure Notice",44,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.4528325142916,"Urgent Tender Notice",27,1,2022,"Group 03: Equipment and Materials","PT16",1,0,"no_increase"
10.7677699976345,"Standard Procedure Notice",61,1,2023,"Group Not Specified","PT17",1,0,"no_increase"
10.9786252906417,"Standard Procedure Notice",14,1,2022,"Group 03: Equipment and Materials","PT16",1,0,"no_increase"
10.8595646068073,"Standard Procedure Notice",46,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.46544759849579,"Standard Procedure Notice",18,0,2021,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.9977992336327,"Standard Procedure Notice",26,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.7389750297342,"Standard Procedure Notice",52,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.0506453722788,"Notice Correction Statement",22,0,2021,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.8595646068073,"Standard Procedure Notice",46,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.7677699976345,"Standard Procedure Notice",61,1,2023,"Group Not Specified","PT17",1,0,"no_increase"
10.0901517497364,"Standard Procedure Notice",40,0,2022,"Group Not Specified","PT17",1,0,"no_increase"
11.7455622129647,"Standard Procedure Notice",11,1,2021,"Group 02: Medical Equipment","PT30",1,0,"no_increase"
10.8348048184269,"Standard Procedure Notice",39,0,2021,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
10.8595646068073,"Standard Procedure Notice",46,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.5292976329201,"Standard Procedure Notice",12,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.559914007193,"Standard Procedure Notice",21,1,2023,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
10.7677699976345,"Standard Procedure Notice",61,1,2023,"Group Not Specified","PT17",1,0,"no_increase"
10.1542248698761,"Standard Procedure Notice",35,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.8348048184269,"Standard Procedure Notice",39,0,2021,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
11.2441436520189,"Standard Procedure Notice",26,0,2021,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.1727236621551,"Urgent Tender Notice",25,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.0388657810449,"Standard Procedure Notice",18,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.551524927495,"Standard Procedure Notice",61,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.1482029402293,"Standard Procedure Notice",44,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
11.7389750297342,"Standard Procedure Notice",52,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.3551801789606,"Standard Procedure Notice",45,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
12.0324800998245,"Standard Procedure Notice",49,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
11.474087438583,"Standard Procedure Notice",44,0,2023,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
9.89852526070631,"Standard Procedure Notice",16,1,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.7677699976345,"Standard Procedure Notice",61,1,2023,"Group Not Specified","PT17",1,0,"no_increase"
11.9823586190259,"Standard Procedure Notice",77,1,2023,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
9.16437182330305,"Standard Procedure Notice",31,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.8603467556196,"Deadline Extension Notice",21,1,2019,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
11.4993428373069,"Standard Procedure Notice",48,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
10.3466863713213,"Standard Procedure Notice",15,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
10.3551801789606,"Standard Procedure Notice",45,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.0262394553907,"Standard Procedure Notice",48,0,2018,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
10.4364953232358,"Standard Procedure Notice",7,1,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.5320343222519,"Standard Procedure Notice",5,1,2020,"Group 02: Medical Equipment","PT30",1,0,"no_increase"
12.059286828399,"Standard Procedure Notice",1,1,2022,"Group 02: Medical Equipment","PT30",1,0,"no_increase"
12.028326067543,"Urgent Tender Notice",1,1,2019,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
9.71420180194054,"Standard Procedure Notice",5,0,2021,"Group 02: Medical Equipment","PT30",1,0,"no_increase"
9.92389538881326,"Standard Procedure Notice",18,1,2020,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
8.72964943637754,"Standard Procedure Notice",21,1,2023,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.049391422742,"Standard Procedure Notice",21,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
11.8066309601333,"Standard Procedure Notice",10,1,2021,"Group 02: Medical Equipment","PT30",1,0,"no_increase"
11.474087438583,"Standard Procedure Notice",44,1,2023,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
9.93591698784669,"Urgent Tender Notice",52,0,2018,"Group 02: Medical Equipment","PT16",0,0,"no_increase"
11.2005574532391,"Standard Procedure Notice",51,1,2022,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.4261607162165,"Standard Procedure Notice",42,1,2019,"Group 02: Medical Equipment","PT18",0,0,"no_increase"
10.788432085727,"Standard Procedure Notice",19,1,2023,"Group 03: Equipment and Materials","PT17",1,0,"no_increase"
9.94121580637201,"Standard Procedure Notice",31,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
10.1877638318531,"Standard Procedure Notice",20,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
10.9499465279837,"Standard Procedure Notice",25,0,2021,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
9.78765742122011,"Standard Procedure Notice",32,1,2019,"Group 02: Medical Equipment","PT17",0,0,"no_increase"
11.7657633433227,"Standard Procedure Notice",1,0,2018,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
11.1123896877237,"Standard Procedure Notice",40,0,2021,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
11.2591632862481,"Urgent Tender Notice",45,1,2021,"Group 02: Medical Equipment","PT18",1,0,"no_increase"
11.6386958940769,"Standard Procedure Notice",27,1,2021,"Group 02: Medical Equipment","PT11",1,0,"no_increase"
12.0324800998245,"Standard Procedure Notice",49,1,2022,"Group 02: Medical Equipment","PT16",1,0,"no_increase"
11.6697232096565,"Standard Procedure Notice",21,1,2023,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
11.8937270467317,"Standard Procedure Notice",1,0,2020,"Group 02: Medical Equipment","PT30",0,0,"no_increase"
9.25572569864042,"Standard Procedure Notice",23,1,2019,"Group 02: Medical Equipment","PT18",0,0,"no_increase"
9.98049488889691,"Standard Procedure Notice",13,1,2022,"Group 02: Medical Equipment","PT17",1,0,"no_increase"
